dataset_key,method,location,concurrency,batch_size,n_entities,rep,layout,mb_per_entity,tiled_version,url,wall_s,entities,errors,payload_mb,wire_mb,payload_mbps,wire_mbps,ent_per_s,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s,app_frac
EGRESS_PE_16M,export_hdf5,remote,2,20,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.483689928427339,32,0,536.870912,536.955008,71.73879692164381,71.75003415899656,4.275965507128467,1202.7505971491337,1750.6348956376314,1750.6348956376314,1198.1,2.9436,0.00978549278676519,0.0,0.38384453393518925,0.1966676885434899
EGRESS_PE_16M,export_hdf5,remote,2,20,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.419485189020634,32,0,536.870912,536.955008,72.35959076978311,72.37092524890903,4.312967703925557,919.3168953061104,1551.6888312995434,1551.6888312995434,915.6,2.462,0.009005726605653649,0.0,0.38873560540378094,0.16591447636038628
EGRESS_PE_16M,export_hdf5,remote,4,20,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.566556490957737,32,0,536.870912,536.955008,70.95313603243125,70.96425020307156,4.229136468913034,912.5718884170055,1680.850837379694,1680.850837379694,907.1,2.5828,0.010622725796699456,0.0,0.35557941533625126,0.08533604431178582
EGRESS_PE_16M,export_hdf5,remote,4,20,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.945933885872364,32,0,536.870912,536.955008,67.56548943284572,67.5760729591131,4.0272169967201785,1706.80695399642,2265.964748337865,2265.964748337865,1701.6,3.9619,0.01087170233428469,0.0,0.2598744574934244,0.1246518048383256
EGRESS_PE_16M,export_hdf5,remote,8,20,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,8.404077695682645,32,0,536.870912,536.955008,63.88219284024493,63.892199411226926,3.8076754117158016,1995.6894293427467,2605.958143249154,2605.958143249154,1989.0,4.5907,0.010947572591901007,0.0,0.2522684894502163,0.06828084184595207
EGRESS_PE_16M,export_hdf5,remote,8,20,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,8.094289220869541,32,0,536.870912,536.955008,66.32712241314326,66.33751196035429,3.9534045704092535,1819.1846571862698,2454.5353297144175,2454.5353297144175,1814.0,4.263,0.010719986900687218,0.0,0.2557845935225487,0.06583345188927597
EGRESS_PE_16M,export_hdf5,remote,16,20,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.7089200504124165,32,0,536.870912,536.955008,69.64281747496891,69.65372639599157,4.151035396752889,1016.3882784545422,1800.6368558853865,1800.6368558853865,1012.4,2.8083,0.008725134339928558,0.0,0.2464208360761404,0.022768267001369406
EGRESS_PE_16M,export_hdf5,remote,16,20,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.070509718731046,32,0,536.870912,536.955008,75.93100545180397,75.94289936092021,4.525840607393024,924.0253306925297,1379.8807729035616,1379.8807729035616,919.6,2.2946999999999997,0.009206103596091338,0.0,0.26704574935138226,0.020284075081610883
EGRESS_PE_16M,raw_read,remote,2,1,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,8.996504940092564,32,0,536.870912,536.870912,59.67549793781097,59.67549793781097,3.556936856377779,137.57498748600483,247.71108478307724,288.2366497069597,130.3,4.592,0.1853124910891056,3.651879657059908,0.0,0.2552102194451056
EGRESS_PE_16M,raw_read,remote,2,1,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,8.99739770591259,32,0,536.870912,536.870912,59.669576642944016,59.669576642944016,3.556583919700624,142.99863949418068,214.05929327011108,239.24713768064976,138.3,4.863300000000001,0.13361535532474517,3.6467030961066484,0.0,0.2702614777606257
EGRESS_PE_16M,raw_read,remote,4,1,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,5.501812657341361,32,0,536.870912,536.870912,97.58073301235086,97.58073301235086,5.816264928123407,160.56276857852936,282.5708482414484,294.78505067527294,155.7,5.4426000000000005,0.15812194971144203,4.136928146705031,0.0,0.24730940232659732
EGRESS_PE_16M,raw_read,remote,4,1,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,5.509548880159855,32,0,536.870912,536.870912,97.44371520748231,97.44371520748231,5.808098030536312,142.40404032170773,196.50834798812866,226.77248902618885,138.0,4.6547,0.15618304892182353,3.958696749061346,0.0,0.21121057736513574
EGRESS_PE_16M,raw_read,remote,8,1,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.708462778478861,32,0,536.870912,536.870912,144.76912512526658,144.76912512526658,8.628912277535592,157.013650983572,251.35368667542934,252.99751572310925,149.1,5.2065,0.2087605645358563,4.949052345007658,0.0,0.17549387411323852
EGRESS_PE_16M,raw_read,remote,8,1,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.8428296223282814,32,0,536.870912,536.870912,139.70718578845614,139.70718578845614,8.32719718149043,163.3732058107853,285.1189225912094,310.2964721620083,158.0,5.5267,0.22246846305131912,4.042602993547916,0.0,0.17977312758962172
EGRESS_PE_16M,raw_read,remote,16,1,32,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.2560273818671703,32,0,536.870912,536.870912,164.88525710497285,164.88525710497285,9.82792717844086,210.85107512772083,425.23313872516155,436.8562772870064,203.3,6.9121999999999995,0.24929606183171268,8.210632298141718,0.0,0.1326808559430057
EGRESS_PE_16M,raw_read,remote,16,1,32,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.201200380921364,32,0,536.870912,536.870912,167.70924906783833,167.70924906783833,9.996250216236016,202.95127108693123,424.88925345242023,472.84355759620667,190.2,7.5572,0.23562011277973646,7.9574518371373415,0.0,0.14754621510573987
EGRESS_PE_16M,export_hdf5,remote,2,2,64,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,13.520984131842852,64,0,1073.741824,1074.057984,79.41299342784257,79.43637634116583,4.733383263816987,212.2026514261961,328.9575148373842,421.14051803946495,208.0,7.0482,0.37049383305311206,0.0,0.7847185973078012,0.2606393118752725
EGRESS_PE_16M,export_hdf5,remote,2,2,64,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,13.053840527310967,64,0,1073.741824,1074.057984,82.25485992061418,82.27907961284488,4.902771706617724,214.62191082537174,328.85874435305595,347.9480165988207,209.8,7.041600000000001,0.4000712578386068,0.0,0.8879092987626791,0.26971372851030756
EGRESS_PE_16M,export_hdf5,remote,4,2,64,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,9.25398115068674,64,0,1073.741824,1074.057984,116.0302583845567,116.0644231396877,6.915942334208292,226.4150958508253,389.5255737006664,427.4348746985197,221.7,7.94,0.1887153773009777,0.0,1.0090028103441,0.21450227395942909
EGRESS_PE_16M,export_hdf5,remote,4,2,64,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,9.598557451739907,64,0,1073.741824,1074.057984,111.86491609792526,111.89785438074428,6.6676685868457115,234.86971482634544,652.0834565162659,700.438030064106,228.4,8.4383,0.30430817840695384,0.0,0.7140749786049128,0.21978042123586003
EGRESS_PE_16M,export_hdf5,remote,8,2,64,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.151995722204447,64,0,1073.741824,1074.057984,150.1317765985803,150.17598244157577,8.948551213656682,221.48840315639973,790.9759916365147,791.918596252799,217.0,9.8898,0.24677247833907612,0.0,1.1915549132972956,0.17285035506410518
EGRESS_PE_16M,export_hdf5,remote,8,2,64,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,6.862232083454728,64,0,1073.741824,1074.057984,156.47121970544524,156.51729217809773,9.326411468115165,238.13940025866032,482.5191590934992,485.6335408985615,233.6,8.616299999999999,0.5228400415450335,0.0,1.817172434180975,0.1569514826810951
EGRESS_PE_16M,export_hdf5,remote,16,2,64,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.073970310389996,64,0,1073.741824,1074.057984,151.78771989231086,151.83241332275057,9.047253125447682,384.7380392253399,635.6452032923698,699.776416644454,380.1,12.9011,0.31614509261548507,0.0,6.859913429245353,0.11398390361007138
EGRESS_PE_16M,export_hdf5,remote,16,2,64,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,6.76513315923512,64,0,1073.741824,1074.057984,158.71702725233564,158.7637609961598,9.460272029181459,318.2819504290819,652.4560898542404,654.1946362704039,307.1,10.8859,0.3809815348297358,0.0,6.344514535740018,0.10056989773678363
EGRESS_PE_1M,export_hdf5,remote,8,2,128,0,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,2.153688009828329,128,0,134.217728,134.850048,62.31994949477316,62.613548194823686,59.43293523289982,162.44182363152504,286.7643889039755,326.27781853079796,156.0,11.001100000000001,0.45590564049184307,0.0,0.5857801716774702,0.6385035779205609
EGRESS_PE_1M,export_hdf5,remote,8,2,128,1,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,2.2064662631601095,128,0,134.217728,134.850048,60.829268156483316,61.115844031472854,58.011310726626704,153.22632528841496,405.5693279951811,493.0665232241154,148.7,11.0012,0.39863090385794636,0.0,0.5516867395490408,0.6232363589509431
EGRESS_PE_1M,export_hdf5,remote,16,2,128,0,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,1.9453588742762804,128,0,134.217728,134.850048,68.99381382776079,69.31885411125873,65.79762823844985,201.17967203259468,533.423176035285,645.0517755001783,187.7,15.6488,0.9544977905124425,0.0,3.012398451566696,0.5027607054579365
EGRESS_PE_1M,export_hdf5,remote,16,2,128,1,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,2.0477889757603407,128,0,134.217728,134.850048,65.54275347154126,65.85153528816629,62.50644061235548,184.73238870501518,700.091827660799,767.9329067468643,175.6,16.1954,0.6051910329520702,0.0,2.419786360114813,0.4942953165494834
EGRESS_PE_1M,export_hdf5,remote,32,2,128,0,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,1.9146409593522549,128,0,134.217728,134.850048,70.10072950983322,70.43098464038987,66.85326529486963,376.77656300365925,836.3962862640619,883.7337531149387,367.8,23.8415,0.7492908827066419,0.0,12.560954041779041,0.3891313780585045
EGRESS_PE_1M,export_hdf5,remote,32,2,128,1,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,1.7255592066794634,128,0,134.217728,134.850048,77.78216330129786,78.14860682728778,74.17885141496454,302.41829343140125,1433.4832318127155,1514.1677111387253,279.1,30.0155,0.9402646568864585,0.0,7.430552899837494,0.5435828404897138
EGRESS_PE_16M,raw_read,remote,32,1,64,0,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.031717242673039,64,0,1073.741824,1073.741824,152.6998010505649,152.6998010505649,9.101617398891742,192.92207434773445,440.42167253792286,997.4785298109055,179.5,15.054799999999998,0.9325206019401551,23.684435099363327,0.0,0.0669057761800954
EGRESS_PE_16M,raw_read,remote,32,1,64,1,per_entity,16.777216,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,7.235087048262358,64,0,1073.741824,1073.741824,148.40758885656797,148.40758885656797,8.845781615767955,218.7128532677889,672.5248284637928,849.5661281049252,206.4,17.0173,0.8215437591493128,19.56987863406539,0.0,0.07350162084473047
