ts,dataset,key,layout,path,cache_state,workers,rep,seed,n_samples,cap,bytes_total,epoch_s,samples_per_s,mb_per_s,rdcc_mb,discovery_s,discovery_route,skew_s,busy_frac,errors,guardrail_ok,spot_ok,prime_s,evict_s,node,tilewright_sha,tiled_client,server_version,python,notes
2026-09-20T05:36:36+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,1,0,20260922,10000,0,483200000,258.774,38.64,1.9,256.0,0.031,glob+harvest,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:37:31+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,1,0,20260922,2000,2000,96640000,52.78,37.89,1.8,1.0,0.906,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:38:22+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260922,2000,2000,96640000,49.224,40.63,2.0,1.0,0.855,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:42:38+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260922,10000,0,483200000,254.713,39.26,1.9,256.0,0.877,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:43:30+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,1,0,20260923,2000,2000,96640000,51.056,39.17,1.9,1.0,0.023,glob+harvest,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:47:39+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,1,0,20260923,10000,0,483200000,248.736,40.2,1.9,256.0,0.023,glob+harvest,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:48:33+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,1,0,20260923,2000,2000,96640000,52.197,38.32,1.9,1.0,0.744,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:49:24+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260923,2000,2000,96640000,49.586,40.33,1.9,1.0,0.7,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:53:49+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260923,10000,0,483200000,263.201,37.99,1.8,256.0,0.715,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:54:41+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,1,0,20260924,2000,2000,96640000,51.201,39.06,1.9,1.0,0.023,glob+harvest,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:58:53+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,1,0,20260924,10000,0,483200000,252.105,39.67,1.9,256.0,0.027,glob+harvest,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T05:59:47+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,1,0,20260924,2000,2000,96640000,52.316,38.23,1.8,1.0,0.86,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:00:40+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260924,2000,2000,96640000,51.235,39.04,1.9,1.0,0.758,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:04:58+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,1,0,20260924,10000,0,483200000,256.143,39.04,1.9,256.0,0.749,cached,0.0,1.0,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:05:50+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260920,2000,2000,96640000,50.669,39.47,1.9,1.0,0.023,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:09:56+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260920,10000,0,483200000,246.223,40.61,2.0,256.0,0.024,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:10:51+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,1,0,20260920,2000,2000,96640000,53.084,37.68,1.8,1.0,0.927,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:11:43+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260920,2000,2000,96640000,49.679,40.26,1.9,1.0,0.984,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:16:08+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260920,10000,0,483200000,263.021,38.02,1.8,256.0,0.988,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:16:59+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260921,2000,2000,96640000,49.969,40.02,1.9,1.0,0.028,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:21:03+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260921,10000,0,483200000,244.127,40.96,2.0,256.0,0.027,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:21:57+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,1,0,20260921,2000,2000,96640000,52.237,38.29,1.9,1.0,0.942,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:22:49+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260921,2000,2000,96640000,49.304,40.56,2.0,1.0,0.873,cached,0.0,1.0,0,1,0b0m,0.0,0.1,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:27:01+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260921,10000,0,483200000,251.006,39.84,1.9,256.0,0.816,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:27:54+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260922,2000,2000,96640000,51.997,38.46,1.9,1.0,0.035,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:32:06+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,1,0,20260922,10000,0,483200000,251.031,39.84,1.9,256.0,0.026,glob+harvest,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:33:00+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,1,0,20260922,2000,2000,96640000,52.079,38.4,1.9,1.0,0.969,cached,0.0,1.0,0,1,0b0m,0.0,0.1,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:33:51+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260922,2000,2000,96640000,49.785,40.17,1.9,1.0,0.916,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:38:00+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,1,0,20260922,10000,0,483200000,247.628,40.38,2.0,256.0,0.792,cached,0.0,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:38:27+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260920,2000,2000,96640000,25.948,77.08,3.7,1.0,0.025,glob+harvest,1.098,0.979,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:40:38+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260920,10000,0,483200000,129.976,76.94,3.7,256.0,0.024,glob+harvest,1.608,0.994,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:41:05+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,2,0,20260920,2000,2000,96640000,25.807,77.5,3.7,1.0,0.749,cached,0.177,0.997,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:41:32+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260920,2000,2000,96640000,25.181,79.43,3.8,1.0,0.774,cached,0.181,0.996,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:43:51+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260920,10000,0,483200000,137.934,72.5,3.5,256.0,0.761,cached,12.346,0.955,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:44:18+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260921,2000,2000,96640000,25.845,77.38,3.7,1.0,0.025,glob+harvest,0.8,0.985,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:46:23+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260921,10000,0,483200000,124.065,80.6,3.9,256.0,0.025,glob+harvest,0.883,0.996,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:46:50+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,2,0,20260921,2000,2000,96640000,25.68,77.88,3.8,1.0,0.71,cached,0.07,0.999,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:47:16+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260921,2000,2000,96640000,24.776,80.72,3.9,1.0,0.721,cached,0.055,0.999,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:49:23+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260921,10000,0,483200000,125.29,79.81,3.9,256.0,0.81,cached,2.175,0.991,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:49:49+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260922,2000,2000,96640000,24.87,80.42,3.9,1.0,0.023,glob+harvest,0.131,0.997,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:51:58+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260922,10000,0,483200000,128.665,77.72,3.8,256.0,0.024,glob+harvest,4.978,0.981,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:52:26+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,2,0,20260922,2000,2000,96640000,26.796,74.64,3.6,1.0,0.729,cached,1.083,0.98,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:52:53+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260922,2000,2000,96640000,24.979,80.07,3.9,1.0,0.732,cached,0.182,0.996,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:55:08+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260922,10000,0,483200000,133.2,75.08,3.6,256.0,0.744,cached,4.228,0.984,0,1,0b0m,0.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:55:33+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260923,2000,2000,96640000,24.919,80.26,3.9,1.0,0.025,glob+harvest,0.103,0.998,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:57:38+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260923,10000,0,483200000,124.467,80.34,3.9,256.0,0.026,glob+harvest,1.118,0.996,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:58:05+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,2,0,20260923,2000,2000,96640000,25.545,78.29,3.8,1.0,0.703,cached,0.411,0.992,0,1,0b0m,0.2,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T06:58:32+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260923,2000,2000,96640000,24.767,80.75,3.9,1.0,0.85,cached,0.101,0.998,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:00:42+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260923,10000,0,483200000,128.775,77.65,3.8,256.0,0.875,cached,5.658,0.978,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:01:08+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260924,2000,2000,96640000,25.427,78.66,3.8,1.0,0.024,glob+harvest,0.592,0.988,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:03:19+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,2,0,20260924,10000,0,483200000,129.571,77.18,3.7,256.0,0.028,glob+harvest,5.281,0.98,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:03:46+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,2,0,20260924,2000,2000,96640000,25.675,77.9,3.8,1.0,0.74,cached,0.303,0.994,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:04:12+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260924,2000,2000,96640000,24.895,80.34,3.9,1.0,0.691,cached,0.097,0.998,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:06:28+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,warm,2,0,20260924,10000,0,483200000,134.362,74.43,3.6,256.0,0.737,cached,10.927,0.959,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:06:54+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260920,2000,2000,96640000,25.163,79.48,3.8,1.0,0.026,glob+harvest,0.275,0.995,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:08:58+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260920,10000,0,483200000,123.92,80.7,3.9,256.0,0.024,glob+harvest,0.694,0.997,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:09:26+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,2,0,20260920,2000,2000,96640000,26.182,76.39,3.7,1.0,0.738,cached,0.486,0.991,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:09:52+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260920,2000,2000,96640000,25.021,79.93,3.9,1.0,0.716,cached,0.126,0.997,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:11:59+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260920,10000,0,483200000,125.005,80.0,3.9,256.0,0.713,cached,0.05,1.0,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:12:24+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260921,2000,2000,96640000,25.078,79.75,3.9,1.0,0.024,glob+harvest,0.166,0.997,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:14:36+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260921,10000,0,483200000,130.85,76.42,3.7,256.0,0.026,glob+harvest,4.609,0.982,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:15:04+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,2,0,20260921,2000,2000,96640000,26.474,75.55,3.7,1.0,0.72,cached,0.86,0.984,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:15:30+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260921,2000,2000,96640000,25.115,79.63,3.8,1.0,0.732,cached,0.099,0.998,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:17:41+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260921,10000,0,483200000,128.689,77.71,3.8,256.0,0.696,cached,5.213,0.98,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:18:08+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260922,2000,2000,96640000,26.57,75.27,3.6,1.0,0.025,glob+harvest,1.102,0.979,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:20:14+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,cold,2,0,20260922,10000,0,483200000,125.818,79.48,3.8,256.0,0.024,glob+harvest,2.199,0.991,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:20:43+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,cold,2,0,20260922,2000,2000,96640000,27.469,72.81,3.5,1.0,0.769,cached,1.179,0.979,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:21:10+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260922,2000,2000,96640000,25.174,79.45,3.8,1.0,0.753,cached,0.205,0.996,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:23:19+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a_cached,cold,2,0,20260922,10000,0,483200000,127.266,78.58,3.8,256.0,0.716,cached,3.397,0.987,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:23:32+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,4,0,20260920,2000,2000,96640000,13.036,153.42,7.4,1.0,0.024,glob+harvest,0.522,0.972,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:24:35+00:00,edrixs,BENCH_BATCHED_5F,batched,h5py_plain,warm,4,0,20260920,10000,0,483200000,62.268,160.6,7.8,256.0,0.025,glob+harvest,0.261,0.998,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T07:24:50+00:00,edrixs,BENCH_BATCHED_5F,batched,mode_a,warm,4,0,20260920,2000,2000,96640000,13.445,148.75,7.2,1.0,0.774,cached,0.579,0.969,0,1,0b0m,0.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
