ts,dataset,key,layout,path,cache_state,workers,rep,seed,n_samples,cap,bytes_total,epoch_s,samples_per_s,mb_per_s,rdcc_mb,discovery_s,discovery_route,skew_s,busy_frac,errors,guardrail_ok,spot_ok,prime_s,evict_s,node,tilewright_sha,tiled_client,server_version,python,notes
2026-09-20T09:18:59+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,1,0,20260923,7616,0,24965430784,15.903,478.92,1569.9,1.0,39.122,glob+harvest,0.0,1.0,0,1,0b0m,4.4,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:19:36+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,1,0,20260923,7616,0,24965430784,30.87,246.71,808.7,1.0,1.117,cached,0.0,1.0,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:19:59+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,1,0,20260923,7616,0,24965430784,16.04,474.8,1556.4,1.0,1.039,cached,0.0,1.0,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:21:00+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,1,0,20260924,7616,0,24965430784,16.198,470.19,1541.3,1.0,39.795,glob+harvest,0.0,1.0,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:21:37+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,1,0,20260924,7616,0,24965430784,30.669,248.33,814.0,1.0,0.961,cached,0.0,1.0,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:22:01+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,1,0,20260924,7616,0,24965430784,17.069,446.18,1462.6,1.0,1.039,cached,0.0,1.0,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:24:47+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,1,0,20260920,7616,0,24965430784,122.137,62.36,204.4,1.0,39.927,glob+harvest,0.0,1.0,0,1,0b0m,0.0,4.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:27:10+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,1,0,20260920,7616,0,24965430784,136.32,55.87,183.1,1.0,0.964,cached,0.0,1.0,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:29:20+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,1,0,20260920,7616,0,24965430784,124.164,61.34,201.1,1.0,0.961,cached,0.0,1.0,0,1,0b0m,0.0,4.1,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:32:09+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,1,0,20260921,7616,0,24965430784,124.163,61.34,201.1,1.0,39.767,glob+harvest,0.0,1.0,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:34:48+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,1,0,20260921,7616,0,24965430784,153.657,49.56,162.5,1.0,0.954,cached,0.0,1.0,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:36:59+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,1,0,20260921,7616,0,24965430784,124.997,60.93,199.7,1.0,1.039,cached,0.0,1.0,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:39:57+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,1,0,20260922,7616,0,24965430784,132.178,57.62,188.9,1.0,40.596,glob+harvest,0.0,1.0,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:42:16+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,1,0,20260922,7616,0,24965430784,133.223,57.17,187.4,1.0,0.952,cached,0.0,1.0,0,1,0b0m,0.0,4.5,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:44:22+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,1,0,20260922,7616,0,24965430784,119.285,63.85,209.3,1.0,1.003,cached,0.0,1.0,0,1,0b0m,0.0,4.5,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:45:17+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,2,0,20260920,7616,0,24965430784,8.183,930.66,3050.7,1.0,40.468,glob+harvest,0.019,0.999,0,1,0b0m,5.5,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:45:39+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,2,0,20260920,7616,0,24965430784,15.323,497.03,1629.3,1.0,0.985,cached,0.168,0.995,0,1,0b0m,4.9,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:45:53+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,2,0,20260920,7616,0,24965430784,8.083,942.22,3088.6,1.0,0.96,cached,0.003,1.0,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:46:46+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,2,0,20260921,7616,0,24965430784,8.925,853.31,2797.2,1.0,39.096,glob+harvest,0.894,0.95,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:47:08+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,2,0,20260921,7616,0,24965430784,15.392,494.82,1622.0,1.0,0.948,cached,0.228,0.993,0,1,0b0m,4.5,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:47:22+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,2,0,20260921,7616,0,24965430784,8.238,924.49,3030.5,1.0,0.976,cached,0.287,0.983,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:48:16+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,2,0,20260922,7616,0,24965430784,8.155,933.92,3061.4,1.0,39.637,glob+harvest,0.131,0.992,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:48:39+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,2,0,20260922,7616,0,24965430784,16.288,467.6,1532.8,1.0,0.921,cached,0.693,0.979,0,1,0b0m,5.8,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:48:55+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,2,0,20260922,7616,0,24965430784,9.073,839.37,2751.5,1.0,0.935,cached,1.058,0.942,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:49:48+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,2,0,20260923,7616,0,24965430784,8.162,933.11,3058.8,1.0,39.707,glob+harvest,0.129,0.992,0,1,0b0m,4.5,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:50:09+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,2,0,20260923,7616,0,24965430784,15.218,500.44,1640.5,1.0,0.951,cached,0.01,1.0,0,1,0b0m,4.4,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:50:24+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,2,0,20260923,7616,0,24965430784,8.362,910.83,2985.7,1.0,0.959,cached,0.424,0.975,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:51:17+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,2,0,20260924,7616,0,24965430784,8.161,933.19,3059.0,1.0,39.779,glob+harvest,0.123,0.992,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:51:38+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,2,0,20260924,7616,0,24965430784,15.074,505.23,1656.2,1.0,0.973,cached,0.042,0.999,0,1,0b0m,4.4,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:51:53+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,2,0,20260924,7616,0,24965430784,8.174,931.71,3054.2,1.0,1.101,cached,0.224,0.986,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:53:39+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,2,0,20260920,7616,0,24965430784,61.989,122.86,402.7,1.0,39.602,glob+harvest,5.672,0.954,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:54:55+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,2,0,20260920,7616,0,24965430784,69.858,109.02,357.4,1.0,0.978,cached,5.005,0.964,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:56:03+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,2,0,20260920,7616,0,24965430784,61.617,123.6,405.2,1.0,0.963,cached,4.111,0.967,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:57:45+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,2,0,20260921,7616,0,24965430784,56.988,133.64,438.1,1.0,39.909,glob+harvest,0.243,0.998,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T09:58:56+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,2,0,20260921,7616,0,24965430784,64.959,117.24,384.3,1.0,1.005,cached,0.465,0.996,0,1,0b0m,0.0,4.3,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:00:02+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,2,0,20260921,7616,0,24965430784,60.553,125.77,412.3,1.0,0.973,cached,1.031,0.991,0,1,0b0m,0.0,4.3,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:01:52+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,2,0,20260922,7616,0,24965430784,64.638,117.83,386.2,1.0,39.452,glob+harvest,0.881,0.993,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:03:10+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,2,0,20260922,7616,0,24965430784,72.704,104.75,343.4,1.0,0.955,cached,2.07,0.986,0,1,0b0m,0.0,4.5,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:04:20+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,2,0,20260922,7616,0,24965430784,63.707,119.55,391.9,1.0,0.953,cached,1.042,0.992,0,1,0b0m,0.0,4.1,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:05:11+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,4,0,20260920,7616,0,24965430784,4.093,1860.84,6099.9,1.0,40.006,glob+harvest,0.097,0.987,0,1,0b0m,5.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:05:25+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,4,0,20260920,7616,0,24965430784,7.762,981.24,3216.5,1.0,1.076,cached,0.208,0.982,0,1,0b0m,5.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:05:38+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,4,0,20260920,7616,0,24965430784,4.68,1627.49,5335.0,1.0,1.071,cached,0.34,0.967,0,1,0b0m,6.2,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:06:27+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,4,0,20260921,7616,0,24965430784,4.235,1798.42,5895.3,1.0,39.596,glob+harvest,0.159,0.984,0,1,0b0m,4.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:06:42+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,4,0,20260921,7616,0,24965430784,8.624,883.11,2894.8,1.0,0.981,cached,0.628,0.959,0,1,0b0m,5.0,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:06:54+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,4,0,20260921,7616,0,24965430784,5.454,1396.49,4577.7,1.0,0.942,cached,0.568,0.935,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:07:44+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,4,0,20260922,7616,0,24965430784,4.939,1542.01,5054.8,1.0,39.966,glob+harvest,0.906,0.87,0,1,0b0m,4.8,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:07:59+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,4,0,20260922,7616,0,24965430784,8.003,951.68,3119.6,1.0,0.959,cached,0.224,0.981,0,1,0b0m,4.9,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:08:10+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,4,0,20260922,7616,0,24965430784,4.59,1659.19,5438.9,1.0,1.037,cached,0.495,0.927,0,1,0b0m,4.8,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:09:01+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,4,0,20260923,7616,0,24965430784,4.664,1633.08,5353.3,1.0,40.709,glob+harvest,0.47,0.931,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:09:16+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,4,0,20260923,7616,0,24965430784,8.441,902.3,2957.8,1.0,0.993,cached,0.441,0.965,0,1,0b0m,4.9,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:09:29+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,4,0,20260923,7616,0,24965430784,4.442,1714.64,5620.6,1.0,0.959,cached,0.264,0.979,0,1,0b0m,6.5,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:10:19+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,4,0,20260924,7616,0,24965430784,4.445,1713.28,5616.2,1.0,40.329,glob+harvest,0.229,0.969,0,1,0b0m,4.8,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:10:33+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,4,0,20260924,7616,0,24965430784,7.942,958.97,3143.5,1.0,0.967,cached,0.241,0.982,0,1,0b0m,4.9,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:10:44+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,4,0,20260924,7616,0,24965430784,4.541,1677.01,5497.3,1.0,1.007,cached,0.479,0.933,0,1,0b0m,4.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:11:59+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,4,0,20260920,7616,0,24965430784,29.539,257.83,845.2,1.0,40.114,glob+harvest,3.401,0.958,0,1,0b0m,0.0,4.2,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:12:40+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,4,0,20260920,7616,0,24965430784,34.994,217.64,713.4,1.0,0.977,cached,4.875,0.941,0,1,0b0m,0.0,4.7,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:13:16+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,4,0,20260920,7616,0,24965430784,30.245,251.81,825.4,1.0,0.951,cached,3.538,0.955,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:14:29+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,4,0,20260921,7616,0,24965430784,27.805,273.91,897.9,1.0,39.54,glob+harvest,1.084,0.983,0,1,0b0m,0.0,4.5,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:15:05+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,4,0,20260921,7616,0,24965430784,30.318,251.21,823.5,1.0,1.054,cached,0.609,0.992,0,1,0b0m,0.0,4.1,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:15:36+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,4,0,20260921,7616,0,24965430784,25.014,304.47,998.1,1.0,0.999,cached,0.704,0.992,0,1,0b0m,0.0,4.3,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:16:57+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,cold,4,0,20260922,7616,0,24965430784,35.762,212.96,698.1,1.0,40.014,glob+harvest,2.528,0.969,0,1,0b0m,0.0,4.3,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:17:40+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,cold,4,0,20260922,7616,0,24965430784,37.495,203.12,665.8,1.0,0.971,cached,2.299,0.965,0,1,0b0m,0.0,4.4,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:18:16+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,cold,4,0,20260922,7616,0,24965430784,29.658,256.79,841.8,1.0,0.935,cached,1.554,0.975,0,1,0b0m,0.0,4.3,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:19:06+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,8,0,20260920,7616,0,24965430784,2.186,3484.36,11421.8,1.0,40.023,glob+harvest,0.095,0.982,0,1,0b0m,6.8,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:19:17+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,8,0,20260920,7616,0,24965430784,4.244,1794.33,5881.8,1.0,0.993,cached,0.228,0.974,0,1,0b0m,5.7,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:19:27+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,8,0,20260920,7616,0,24965430784,2.291,3324.53,10897.9,1.0,0.959,cached,0.112,0.974,0,1,0b0m,5.3,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:20:15+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,8,0,20260921,7616,0,24965430784,2.293,3321.24,10887.1,1.0,39.879,glob+harvest,0.242,0.952,0,1,0b0m,5.3,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:20:26+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,8,0,20260921,7616,0,24965430784,4.045,1882.93,6172.3,1.0,0.942,cached,0.06,0.992,0,1,0b0m,5.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:20:35+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,8,0,20260921,7616,0,24965430784,2.343,3250.55,10655.4,1.0,0.915,cached,0.183,0.963,0,1,0b0m,5.2,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:21:24+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,8,0,20260922,7616,0,24965430784,2.276,3346.39,10969.5,1.0,40.355,glob+harvest,0.166,0.966,0,1,0b0m,5.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:21:35+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,8,0,20260922,7616,0,24965430784,4.099,1858.0,6090.6,1.0,0.942,cached,0.308,0.948,0,1,0b0m,5.6,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:21:45+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a_cached,warm,8,0,20260922,7616,0,24965430784,2.467,3087.42,10120.6,1.0,0.96,cached,0.234,0.943,0,1,0b0m,5.2,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:22:33+00:00,nips3,BENCH_PER_ENTITY,per_entity,h5py_plain,warm,8,0,20260923,7616,0,24965430784,2.289,3327.74,10908.4,1.0,39.898,glob+harvest,0.195,0.962,0,1,0b0m,5.1,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
2026-09-20T10:22:44+00:00,nips3,BENCH_PER_ENTITY,per_entity,mode_a,warm,8,0,20260923,7616,0,24965430784,4.18,1821.79,5971.9,1.0,0.947,cached,0.154,0.98,0,1,0b0m,5.4,0.0,sdfmilan073,b268731,0.2.18,0.2.15b1.dev14+b7aafcd1,3.12.12,
